timestamp,level,service,message,request_id,duration_ms
2026-03-15 02:00:25,INFO,payment-service,Cache hit,req-00077,91
2026-03-15 02:00:55,INFO,cdn-cache,Health check OK,req-00311,83
2026-03-15 02:01:50,INFO,payment-service,Connection established,req-00223,89
2026-03-15 02:01:58,INFO,checkout-flow,Health check OK,req-00377,86
2026-03-15 02:02:30,INFO,search-service,Health check OK,req-00317,167
2026-03-15 02:03:06,INFO,payment-service,Connection established,req-00407,182
2026-03-15 02:03:09,INFO,search-service,Request processed successfully,req-00297,96
2026-03-15 02:03:09,INFO,checkout-flow,Cache hit,req-00416,169
2026-03-15 02:03:53,INFO,payment-service,Connection established,req-00404,144
2026-03-15 02:04:23,INFO,payment-service,Cache hit,req-00390,141
2026-03-15 02:04:26,INFO,payment-service,Request processed successfully,req-00387,101
2026-03-15 02:04:30,INFO,search-service,Cache hit,req-00331,69
2026-03-15 02:04:35,INFO,checkout-flow,Connection established,req-00094,138
2026-03-15 02:04:43,INFO,cdn-cache,Request processed successfully,req-00245,198
2026-03-15 02:04:56,INFO,api-gateway,Request processed successfully,req-00430,61
2026-03-15 02:05:04,INFO,api-gateway,Connection established,req-00314,69
2026-03-15 02:05:19,INFO,cdn-cache,Request processed successfully,req-00097,183
2026-03-15 02:05:58,INFO,api-gateway,Cache hit,req-00304,163
2026-03-15 02:06:08,INFO,checkout-flow,Health check OK,req-00449,142
2026-03-15 02:06:15,INFO,cdn-cache,Cache hit,req-00361,191
2026-03-15 02:06:17,INFO,cdn-cache,Cache hit,req-00483,170
2026-03-15 02:06:34,INFO,payment-service,Cache hit,req-00309,104
2026-03-15 02:07:11,INFO,checkout-flow,Cache hit,req-00290,81
2026-03-15 02:07:18,INFO,search-service,Request processed successfully,req-00058,62
2026-03-15 02:07:52,INFO,search-service,Cache hit,req-00281,147
2026-03-15 02:07:53,INFO,cdn-cache,Connection established,req-00418,184
2026-03-15 02:08:03,INFO,api-gateway,Request processed successfully,req-00288,160
2026-03-15 02:08:07,INFO,checkout-flow,Request processed successfully,req-00380,149
2026-03-15 02:08:12,INFO,search-service,Health check OK,req-00227,73
2026-03-15 02:08:21,INFO,api-gateway,Request processed successfully,req-00300,185
2026-03-15 02:08:49,INFO,api-gateway,Cache hit,req-00280,87
2026-03-15 02:08:53,INFO,api-gateway,Health check OK,req-00175,88
2026-03-15 02:08:58,INFO,search-service,Cache hit,req-00224,151
2026-03-15 02:09:07,INFO,payment-service,Request processed successfully,req-00145,127
2026-03-15 02:09:28,INFO,cdn-cache,Health check OK,req-00232,177
2026-03-15 02:09:46,INFO,payment-service,Cache hit,req-00343,129
2026-03-15 02:10:03,INFO,payment-service,Cache hit,req-00363,165
2026-03-15 02:10:04,INFO,cdn-cache,Health check OK,req-00133,168
2026-03-15 02:10:16,INFO,cdn-cache,Connection established,req-00159,192
2026-03-15 02:11:00,INFO,payment-service,Request processed successfully,req-00266,62
2026-03-15 02:11:04,INFO,cdn-cache,Cache hit,req-00076,61
2026-03-15 02:11:09,INFO,payment-service,Connection established,req-00161,112
2026-03-15 02:11:35,INFO,search-service,Health check OK,req-00289,192
2026-03-15 02:11:37,INFO,cdn-cache,Cache hit,req-00047,158
2026-03-15 02:11:44,INFO,checkout-flow,Request processed successfully,req-00052,73
2026-03-15 02:11:55,INFO,search-service,Cache hit,req-00264,65
2026-03-15 02:12:03,INFO,payment-service,Request processed successfully,req-00484,190
2026-03-15 02:12:15,INFO,cdn-cache,Request processed successfully,req-00007,141
2026-03-15 02:12:18,INFO,search-service,Cache hit,req-00397,128
2026-03-15 02:12:58,INFO,api-gateway,Cache hit,req-00143,197
2026-03-15 02:13:11,INFO,api-gateway,Health check OK,req-00272,53
2026-03-15 02:13:18,INFO,checkout-flow,Connection established,req-00307,184
2026-03-15 02:13:20,INFO,search-service,Health check OK,req-00374,127
2026-03-15 02:13:25,INFO,payment-service,Request processed successfully,req-00079,144
2026-03-15 02:13:41,INFO,api-gateway,Connection established,req-00174,175
2026-03-15 02:13:43,INFO,checkout-flow,Health check OK,req-00284,160
2026-03-15 02:13:52,INFO,checkout-flow,Health check OK,req-00096,115
2026-03-15 02:14:00,CRITICAL,api-gateway,"CRITICAL: connection pool exhausted, max_connections=100",req-99999,30000
2026-03-15 02:14:15,ERROR,api-gateway,Payment processing failed: upstream timeout,req-00452,16111
2026-03-15 02:14:28,WARN,payment-service,Connection timeout to database,req-00165,29342
2026-03-15 02:14:33,CRITICAL,payment-service,"Connection pool exhausted, max_connections=100",req-00415,21188
2026-03-15 02:14:34,CRITICAL,checkout-flow,Request queue overflow,req-00206,10189
2026-03-15 02:14:37,ERROR,payment-service,Request queue overflow,req-00375,25408
2026-03-15 02:14:49,WARN,search-service,Circuit breaker OPEN for payment-service,req-00253,17485
2026-03-15 02:15:11,ERROR,api-gateway,Circuit breaker OPEN for payment-service,req-00170,14572
2026-03-15 02:15:24,ERROR,cdn-cache,"Connection pool exhausted, max_connections=100",req-00036,13685
2026-03-15 02:15:43,ERROR,search-service,Request queue overflow,req-00205,20883
2026-03-15 02:16:17,ERROR,api-gateway,"Connection pool exhausted, max_connections=100",req-00411,28375
2026-03-15 02:16:26,ERROR,search-service,Circuit breaker OPEN for payment-service,req-00455,19974
2026-03-15 02:16:36,ERROR,payment-service,Request queue overflow,req-00122,10007
2026-03-15 02:16:44,ERROR,api-gateway,Connection timeout to database,req-00001,24349
2026-03-15 02:16:53,ERROR,payment-service,Database connection refused,req-00251,23262
2026-03-15 02:16:54,WARN,api-gateway,5xx response returned to client,req-00440,25164
2026-03-15 02:17:08,CRITICAL,payment-service,Request queue overflow,req-00021,23394
2026-03-15 02:17:34,CRITICAL,payment-service,Circuit breaker OPEN for payment-service,req-00324,10009
2026-03-15 02:17:40,CRITICAL,api-gateway,5xx response returned to client,req-00110,25030
2026-03-15 02:17:42,ERROR,api-gateway,Database connection refused,req-00113,18931
2026-03-15 02:17:52,CRITICAL,checkout-flow,Payment processing failed: upstream timeout,req-00456,25089
2026-03-15 02:18:21,CRITICAL,payment-service,Payment processing failed: upstream timeout,req-00424,28243
2026-03-15 02:18:30,ERROR,payment-service,Database connection refused,req-00353,10424
2026-03-15 02:18:34,CRITICAL,cdn-cache,Database connection refused,req-00293,8546
2026-03-15 02:18:57,WARN,cdn-cache,Circuit breaker OPEN for payment-service,req-00236,14802
2026-03-15 02:18:58,WARN,api-gateway,Circuit breaker OPEN for payment-service,req-00029,29967
2026-03-15 02:19:23,ERROR,checkout-flow,Circuit breaker OPEN for payment-service,req-00032,15621
2026-03-15 02:19:54,ERROR,search-service,Request queue overflow,req-00188,23651
2026-03-15 02:20:14,CRITICAL,checkout-flow,"Connection pool exhausted, max_connections=100",req-00428,26585
2026-03-15 02:20:32,CRITICAL,payment-service,5xx response returned to client,req-00015,17433
2026-03-15 02:20:42,ERROR,payment-service,5xx response returned to client,req-00337,22172
2026-03-15 02:20:51,CRITICAL,api-gateway,Connection timeout to database,req-00182,18386
2026-03-15 02:20:54,CRITICAL,api-gateway,Request queue overflow,req-00274,18794
2026-03-15 02:21:01,ERROR,checkout-flow,Payment processing failed: upstream timeout,req-00195,10947
2026-03-15 02:21:26,WARN,api-gateway,Database connection refused,req-00030,25937
2026-03-15 02:21:37,WARN,payment-service,Database connection refused,req-00348,20934
2026-03-15 02:21:46,ERROR,payment-service,Request queue overflow,req-00299,18132
2026-03-15 02:21:48,ERROR,search-service,Payment processing failed: upstream timeout,req-00134,11935
2026-03-15 02:22:07,WARN,api-gateway,Database connection refused,req-00173,20654
2026-03-15 02:22:10,ERROR,payment-service,Payment processing failed: upstream timeout,req-00499,13128
2026-03-15 02:22:21,ERROR,search-service,Connection timeout to database,req-00490,14777
2026-03-15 02:22:30,ERROR,search-service,Database connection refused,req-00203,21334
2026-03-15 02:23:02,CRITICAL,payment-service,Connection timeout to database,req-00349,14692
2026-03-15 02:23:08,WARN,api-gateway,"Connection pool exhausted, max_connections=100",req-00494,28957
2026-03-15 02:23:10,WARN,search-service,Database connection refused,req-00090,7274
2026-03-15 02:23:10,ERROR,checkout-flow,Database connection refused,req-00497,19014
2026-03-15 02:23:54,ERROR,cdn-cache,Connection timeout to database,req-00238,12772
2026-03-15 02:24:28,ERROR,checkout-flow,5xx response returned to client,req-00467,29111
2026-03-15 02:24:37,CRITICAL,checkout-flow,Circuit breaker OPEN for payment-service,req-00268,12076
2026-03-15 02:25:08,ERROR,search-service,Circuit breaker OPEN for payment-service,req-00014,25806
2026-03-15 02:25:30,ERROR,cdn-cache,Request queue overflow,req-00020,20035
2026-03-15 02:25:34,CRITICAL,search-service,Payment processing failed: upstream timeout,req-00068,7254
2026-03-15 02:25:48,ERROR,cdn-cache,Payment processing failed: upstream timeout,req-00301,10157
2026-03-15 02:25:49,ERROR,search-service,Connection timeout to database,req-00445,14219
2026-03-15 02:26:04,CRITICAL,cdn-cache,Database connection refused,req-00263,16884
2026-03-15 02:26:15,ERROR,checkout-flow,Connection timeout to database,req-00114,23265
2026-03-15 02:26:16,ERROR,payment-service,Payment processing failed: upstream timeout,req-00243,27208
2026-03-15 02:26:33,ERROR,api-gateway,Request queue overflow,req-00256,14902
2026-03-15 02:26:56,ERROR,search-service,Database connection refused,req-00368,28419
2026-03-15 02:26:57,ERROR,api-gateway,Connection timeout to database,req-00208,26224
2026-03-15 02:26:59,WARN,search-service,Request queue overflow,req-00473,11792
2026-03-15 02:27:03,WARN,checkout-flow,Database connection refused,req-00425,7584
2026-03-15 02:27:04,ERROR,checkout-flow,5xx response returned to client,req-00178,19507
2026-03-15 02:27:28,ERROR,checkout-flow,Connection timeout to database,req-00193,27029
2026-03-15 02:27:46,ERROR,search-service,Connection timeout to database,req-00184,27524
2026-03-15 02:28:00,ERROR,search-service,Request queue overflow,req-00185,11482
2026-03-15 02:28:08,WARN,search-service,Circuit breaker OPEN for payment-service,req-00121,7640
2026-03-15 02:28:11,CRITICAL,search-service,Database connection refused,req-00109,11525
2026-03-15 02:28:19,WARN,search-service,5xx response returned to client,req-00403,23587
2026-03-15 02:28:38,CRITICAL,cdn-cache,Request queue overflow,req-00065,26151
2026-03-15 02:28:42,ERROR,cdn-cache,Request queue overflow,req-00120,14362
2026-03-15 02:28:44,ERROR,payment-service,Connection timeout to database,req-00034,7806
2026-03-15 02:29:00,WARN,api-gateway,5xx response returned to client,req-00439,13123
2026-03-15 02:29:03,ERROR,checkout-flow,"Connection pool exhausted, max_connections=100",req-00465,5620
2026-03-15 02:29:09,ERROR,cdn-cache,"Connection pool exhausted, max_connections=100",req-00046,8090
2026-03-15 02:29:11,ERROR,checkout-flow,Circuit breaker OPEN for payment-service,req-00319,7577
2026-03-15 02:29:32,ERROR,checkout-flow,Circuit breaker OPEN for payment-service,req-00062,7686
2026-03-15 02:29:44,WARN,api-gateway,Connection timeout to database,req-00040,24277
2026-03-15 02:29:54,ERROR,api-gateway,"Connection pool exhausted, max_connections=100",req-00115,20225
2026-03-15 02:29:56,WARN,api-gateway,Database connection refused,req-00082,23346
2026-03-15 02:30:04,WARN,checkout-flow,"Connection pool exhausted, max_connections=100",req-00426,25480
2026-03-15 02:30:46,CRITICAL,cdn-cache,"Connection pool exhausted, max_connections=100",req-00479,22648
2026-03-15 02:32:00,ERROR,api-gateway,Connection timeout to database,req-00395,19110
2026-03-15 02:32:23,CRITICAL,checkout-flow,Request queue overflow,req-00016,15626
2026-03-15 02:32:32,WARN,checkout-flow,"Connection pool exhausted, max_connections=100",req-00480,8579
2026-03-15 02:32:45,ERROR,cdn-cache,5xx response returned to client,req-00129,16014
2026-03-15 02:32:46,ERROR,checkout-flow,Payment processing failed: upstream timeout,req-00306,19087
2026-03-15 02:32:47,WARN,search-service,Payment processing failed: upstream timeout,req-00298,5200
2026-03-15 02:32:48,ERROR,cdn-cache,"Connection pool exhausted, max_connections=100",req-00210,19967
2026-03-15 02:32:56,ERROR,api-gateway,Request queue overflow,req-00400,25890
2026-03-15 02:33:21,CRITICAL,search-service,Payment processing failed: upstream timeout,req-00013,16641
2026-03-15 02:33:25,ERROR,payment-service,Database connection refused,req-00295,23381
2026-03-15 02:33:28,CRITICAL,cdn-cache,Database connection refused,req-00154,20227
2026-03-15 02:33:56,ERROR,search-service,Circuit breaker OPEN for payment-service,req-00214,26624
2026-03-15 02:34:13,ERROR,checkout-flow,"Connection pool exhausted, max_connections=100",req-00056,11222
2026-03-15 02:34:30,WARN,api-gateway,5xx response returned to client,req-00478,26494
2026-03-15 02:34:57,ERROR,api-gateway,Payment processing failed: upstream timeout,req-00378,12882
2026-03-15 02:35:12,ERROR,search-service,"Connection pool exhausted, max_connections=100",req-00230,13001
2026-03-15 02:35:25,WARN,cdn-cache,Connection timeout to database,req-00240,23544
2026-03-15 02:35:36,ERROR,api-gateway,Request queue overflow,req-00057,22766
2026-03-15 02:35:40,ERROR,checkout-flow,Payment processing failed: upstream timeout,req-00179,23632
2026-03-15 02:35:59,ERROR,search-service,Connection timeout to database,req-00066,20017
2026-03-15 02:36:11,ERROR,api-gateway,5xx response returned to client,req-00278,18160
2026-03-15 02:36:20,ERROR,checkout-flow,Circuit breaker OPEN for payment-service,req-00427,26003
2026-03-15 02:36:31,ERROR,cdn-cache,Connection timeout to database,req-00258,12693
2026-03-15 02:36:44,WARN,checkout-flow,5xx response returned to client,req-00162,23136
2026-03-15 02:36:59,WARN,api-gateway,"Connection pool exhausted, max_connections=100",req-00081,27349
2026-03-15 02:37:08,WARN,cdn-cache,Database connection refused,req-00345,9187
2026-03-15 02:37:08,CRITICAL,cdn-cache,Payment processing failed: upstream timeout,req-00357,27226
2026-03-15 02:37:17,ERROR,api-gateway,5xx response returned to client,req-00207,8054
2026-03-15 02:37:29,ERROR,api-gateway,Circuit breaker OPEN for payment-service,req-00292,11971
2026-03-15 02:37:31,ERROR,payment-service,Circuit breaker OPEN for payment-service,req-00442,20296
2026-03-15 02:38:13,ERROR,cdn-cache,Request queue overflow,req-00457,14805
2026-03-15 02:38:34,ERROR,cdn-cache,"Connection pool exhausted, max_connections=100",req-00335,7027
2026-03-15 02:38:47,ERROR,cdn-cache,Database connection refused,req-00201,5037
2026-03-15 02:39:00,ERROR,cdn-cache,5xx response returned to client,req-00469,15281
2026-03-15 02:39:54,WARN,api-gateway,Circuit breaker OPEN for payment-service,req-00384,16093
2026-03-15 02:39:59,CRITICAL,api-gateway,Payment processing failed: upstream timeout,req-00198,18488
2026-03-15 02:40:27,ERROR,search-service,Request queue overflow,req-00496,29814
2026-03-15 02:40:47,WARN,checkout-flow,Database connection refused,req-00213,5084
2026-03-15 02:40:49,CRITICAL,payment-service,Database connection refused,req-00006,16029
2026-03-15 02:41:24,ERROR,checkout-flow,5xx response returned to client,req-00216,19920
2026-03-15 02:41:57,CRITICAL,payment-service,Connection timeout to database,req-00089,26627
2026-03-15 02:42:00,WARN,checkout-flow,Connection timeout to database,req-00294,29989
2026-03-15 02:42:11,WARN,api-gateway,Circuit breaker OPEN for payment-service,req-00399,19252
2026-03-15 02:42:13,WARN,api-gateway,5xx response returned to client,req-00330,19808
2026-03-15 02:42:59,ERROR,payment-service,Payment processing failed: upstream timeout,req-00273,5517
2026-03-15 02:43:18,ERROR,search-service,Request queue overflow,req-00169,22502
2026-03-15 02:43:26,ERROR,payment-service,5xx response returned to client,req-00023,7978
2026-03-15 02:43:42,WARN,api-gateway,Circuit breaker OPEN for payment-service,req-00099,15286
2026-03-15 02:43:47,ERROR,payment-service,Payment processing failed: upstream timeout,req-00246,15705
2026-03-15 02:43:53,ERROR,cdn-cache,Payment processing failed: upstream timeout,req-00252,22582
2026-03-15 02:43:53,WARN,cdn-cache,Connection timeout to database,req-00448,18126
2026-03-15 02:44:02,WARN,search-service,"Connection pool exhausted, max_connections=100",req-00406,8717
2026-03-15 02:44:12,ERROR,api-gateway,Circuit breaker OPEN for payment-service,req-00460,15081
2026-03-15 02:44:24,ERROR,search-service,Circuit breaker OPEN for payment-service,req-00302,7783
2026-03-15 02:44:28,WARN,checkout-flow,Connection timeout to database,req-00148,18764
2026-03-15 02:44:38,ERROR,api-gateway,"Connection pool exhausted, max_connections=100",req-00405,22349
2026-03-15 02:45:28,WARN,cdn-cache,Database connection refused,req-00055,19909
2026-03-15 02:45:37,ERROR,payment-service,Circuit breaker OPEN for payment-service,req-00312,26890
2026-03-15 02:45:38,WARN,api-gateway,Payment processing failed: upstream timeout,req-00126,29689
2026-03-15 02:45:45,ERROR,search-service,Payment processing failed: upstream timeout,req-00239,27913
2026-03-15 02:45:47,ERROR,cdn-cache,Payment processing failed: upstream timeout,req-00026,23128
2026-03-15 02:46:08,ERROR,checkout-flow,Database connection refused,req-00333,29212
2026-03-15 02:46:26,ERROR,checkout-flow,Payment processing failed: upstream timeout,req-00408,13529
2026-03-15 02:46:29,ERROR,search-service,Connection timeout to database,req-00339,25672
2026-03-15 02:46:44,ERROR,checkout-flow,Database connection refused,req-00125,23864
2026-03-15 02:46:47,ERROR,cdn-cache,Request queue overflow,req-00127,29072
2026-03-15 02:47:29,WARN,search-service,"Connection pool exhausted, max_connections=100",req-00320,15913
2026-03-15 02:47:46,ERROR,payment-service,Database connection refused,req-00265,19900
2026-03-15 02:47:50,WARN,api-gateway,5xx response returned to client,req-00286,15240
2026-03-15 02:47:57,WARN,checkout-flow,Connection timeout to database,req-00092,8779
2026-03-15 02:48:43,WARN,api-gateway,Payment processing failed: upstream timeout,req-00104,11887
2026-03-15 02:48:44,CRITICAL,checkout-flow,Connection timeout to database,req-00401,9678
2026-03-15 02:49:17,ERROR,cdn-cache,Payment processing failed: upstream timeout,req-00291,24674
2026-03-15 02:49:17,ERROR,cdn-cache,Connection timeout to database,req-00419,9106
2026-03-15 02:49:19,ERROR,api-gateway,Connection timeout to database,req-00048,18193
2026-03-15 02:50:10,WARN,payment-service,Circuit breaker OPEN for payment-service,req-00441,28629
2026-03-15 02:50:18,ERROR,checkout-flow,Circuit breaker OPEN for payment-service,req-00063,15366
2026-03-15 02:50:37,ERROR,api-gateway,"Connection pool exhausted, max_connections=100",req-00002,12623
2026-03-15 02:50:48,ERROR,search-service,Payment processing failed: upstream timeout,req-00347,15120
2026-03-15 02:51:01,CRITICAL,checkout-flow,Request queue overflow,req-00186,9882
2026-03-15 02:51:09,ERROR,api-gateway,Request queue overflow,req-00279,19534
2026-03-15 02:51:35,ERROR,checkout-flow,Request queue overflow,req-00105,15559
2026-03-15 02:52:04,ERROR,api-gateway,5xx response returned to client,req-00228,10451
2026-03-15 02:52:55,CRITICAL,cdn-cache,5xx response returned to client,req-00466,27626
2026-03-15 02:53:24,WARN,api-gateway,Request queue overflow,req-00412,16384
2026-03-15 02:53:30,ERROR,payment-service,5xx response returned to client,req-00118,13493
2026-03-15 02:53:30,CRITICAL,cdn-cache,Request queue overflow,req-00398,19545
2026-03-15 02:54:03,ERROR,checkout-flow,Payment processing failed: upstream timeout,req-00183,6069
2026-03-15 02:54:03,ERROR,search-service,Circuit breaker OPEN for payment-service,req-00336,26172
2026-03-15 02:54:11,ERROR,payment-service,Payment processing failed: upstream timeout,req-00285,19860
2026-03-15 02:54:33,ERROR,search-service,Payment processing failed: upstream timeout,req-00135,29641
2026-03-15 02:54:51,ERROR,api-gateway,Circuit breaker OPEN for payment-service,req-00376,22565
2026-03-15 02:55:04,CRITICAL,search-service,Connection timeout to database,req-00495,29137
2026-03-15 02:55:30,ERROR,api-gateway,Database connection refused,req-00051,23033
2026-03-15 02:55:43,ERROR,search-service,"Connection pool exhausted, max_connections=100",req-00436,15242
2026-03-15 02:55:47,CRITICAL,cdn-cache,Circuit breaker OPEN for payment-service,req-00106,20505
2026-03-15 02:56:16,WARN,search-service,Circuit breaker OPEN for payment-service,req-00329,6840
2026-03-15 02:56:26,ERROR,checkout-flow,Payment processing failed: upstream timeout,req-00137,12347
2026-03-15 02:56:34,ERROR,checkout-flow,Payment processing failed: upstream timeout,req-00255,24991
2026-03-15 02:56:49,ERROR,api-gateway,"Connection pool exhausted, max_connections=100",req-00140,20238
2026-03-15 02:57:17,WARN,payment-service,Payment processing failed: upstream timeout,req-00486,14352
2026-03-15 02:57:57,WARN,cdn-cache,5xx response returned to client,req-00434,7391
2026-03-15 02:58:06,ERROR,checkout-flow,Circuit breaker OPEN for payment-service,req-00167,14273
2026-03-15 02:58:16,ERROR,payment-service,Connection timeout to database,req-00054,10394
2026-03-15 02:58:37,WARN,api-gateway,Database connection refused,req-00033,15076
2026-03-15 02:58:45,ERROR,payment-service,Circuit breaker OPEN for payment-service,req-00215,20870
2026-03-15 02:59:15,ERROR,api-gateway,Connection timeout to database,req-00191,19156
2026-03-15 02:59:17,ERROR,checkout-flow,5xx response returned to client,req-00326,27319
2026-03-15 02:59:23,WARN,cdn-cache,Circuit breaker OPEN for payment-service,req-00446,5267
2026-03-15 02:59:32,WARN,cdn-cache,Database connection refused,req-00394,22015
2026-03-15 02:59:45,WARN,checkout-flow,Request queue overflow,req-00433,14899
2026-03-15 02:59:51,ERROR,search-service,Connection timeout to database,req-00443,7950
2026-03-15 03:00:14,ERROR,payment-service,Connection timeout to database,req-00367,17285
